no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref_1,ref_5,ref_9,PERFORMANCE
1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,482.64
1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,482.08
1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,414.67
1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,299.6466667
1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,463.5
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,413.9133333
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,462.5
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,428.02
1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,427.52
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,408.6066667
1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,407.7633333
1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,476.9
1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,456.4366667
1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,476.0933333
1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,299.7033333
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,455.5133333
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,442.25
1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,514.17
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,436.1166667
1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,505.8566667
1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,442.5466667
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,435.9766667
1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,513.53
1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,505.6366667
1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,381.1233333
1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,254.5866667
1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,447.4233333
1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,380.84
1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,447.1366667
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,378.4166667
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,378.2833333
1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,443.92
1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,443.6466667
1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,519.5866667
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,571.5666667
1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,511.6933333
1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,254.1766667
1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,562.57
1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,433.2233333
1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,428.4266667
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,482.9033333
1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,476.9966667
1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,519.0266667
1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,571.35
1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,433.2666667
1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,482.59
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,511.48
1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,261.0766667
1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,428.0833333
1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,562.1833333
1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,476.9366667
1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,444.71
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,516.22
1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,437.92
1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,507.4033333
1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,444.52
1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,437.4833333
1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,515.6866667
1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,260.4966667
1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,506.93
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,521.7
1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,573.6533333
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,521.4433333
1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,573.46
1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,513.2333333
1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,512.87
1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,564.0933333
1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,564.0633333
1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,380.1466667
1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,244.39
1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,446.68
1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,377.83
1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,442.81
1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,432.7733333
1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,427.66
1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,482.3733333
1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,476.2233333
1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,380.1
1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,446.25
1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,432.7233333
1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,259.8066667
1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,249.4966667
1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,482.0833333
1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,377.5033333
1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,427.4933333
1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,442.5
1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,476.1
1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,423.0766667
1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,492.1266667
1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,416.8866667
1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,484.8533333
1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,422.6466667
1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,244.23
1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,416.2633333
1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,491.6866667
1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,484.29
1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,367.9633333
1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,432.1433333
1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,367.5433333
1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,432.03
1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,362.6266667
1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,362.6133333
1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,426.5266667
1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,249.3633333
1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,426.4433333
1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,425.0633333
1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,493.3066667
1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,418.19
1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,485.5366667
1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,367.0666667
1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,362.0366667
1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,431.0
1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,425.2466667
1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,424.49
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,254.7333333
1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,492.6633333
1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,366.8366667
1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,430.6966667
1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,417.6333333
1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,361.7033333
1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,485.35
1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,424.89
1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,492.6233333
1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,543.59
1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,485.66
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,254.0333333
1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,535.6266667
1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,492.2666667
1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,485.5833333
1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,543.03
1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,535.6966667
1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,494.2566667
1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,545.0166667
1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,493.9866667
1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,544.5066667
1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,487.09
1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,244.3033333
1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,486.8166667
1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,537.1533333
1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,536.95
1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,414.8333333
1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,463.24
1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,408.84
1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,456.74
1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,414.23
1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,408.07
1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,462.6266667
1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,244.3533333
1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,455.64
1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,414.7366667
1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,463.3633333
1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,414.0333333
1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,462.4733333
1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,408.6266667
1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,407.7566667
1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,456.37
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,455.4933333
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,611.0433333
1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,261.31
1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,740.21
1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,602.7133333
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,730.01
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,610.8233333
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,601.59
1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,739.9033333
1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,729.3
1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,510.01
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,631.0433333
1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,509.5233333
1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,249.64
1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,630.5766667
1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,507.2466667
1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,506.88
1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,627.0533333
1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,627.1133333
1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,721.4866667
1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,817.7933333
1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,712.7433333
1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,807.3333333
1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,580.7366667
1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,260.6166667
1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,576.54
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,672.3733333
1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,666.5533333
1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,721.7566667
1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,817.34
1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,580.73
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,672.1366667
1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,712.81
1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,576.2166667
1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,807.0166667
1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,266.19
1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,249.4633333
1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,666.25
1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,585.35
1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,711.2333333
1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,579.1766667
1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,704.22
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,584.82
1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,579.0233333
1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,711.2933333
1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,703.5
1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,687.39
1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,287.01
1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,780.93
1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,687.0933333
1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,780.6566667
1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,680.6466667
1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,680.6166667
1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,773.67
1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,773.2766667
1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,496.8933333
1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,615.3366667
1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,491.52
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,286.2866667
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,609.33
1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,561.9266667
1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,556.5133333
1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,652.4666667
1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,645.4466667
1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,496.23
1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,615.0566667
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,561.96
1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,652.55
1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,491.2366667
1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,291.6333333
1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,556.3266667
1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,608.9966667
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,645.3766667
1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,615.2866667
1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,743.1633333
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,605.2733333
1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,732.0066667
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,614.57
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,604.9166667
1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,743.1233333
1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,291.01
1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,731.1933333
1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,508.71
1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,629.62
1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,508.4233333
1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,629.39
1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,506.36
1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,506.2233333
1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,625.7966667
1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,625.71
1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,588.6733333
1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,287.06
1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,713.6733333
1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,581.4066667
1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,705.4533333
1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,495.7233333
1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,490.4733333
1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,613.7633333
1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,607.6266667
1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,588.67
1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,713.39
1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,495.49
1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,291.62
1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,613.3966667
1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,581.2433333
1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,490.0433333
1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,704.8066667
1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,607.3766667
1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,726.89
1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,821.52
1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,716.0333333
1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,809.9366667
1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,726.51
1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,286.3966667
1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,715.9233333
1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,821.9633333
1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,809.57
1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,690.59
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,784.02
1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,690.4633333
1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,783.4933333
1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,683.75
1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,683.42
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,775.8533333
1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,291.15
1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,775.8033333
1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,580.5433333
1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,671.73
1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,575.8633333
1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,665.2233333
1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,561.79
1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,555.58
1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,651.7033333
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,644.1566667
1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,580.3733333
1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,275.9233333
1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,671.4
1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,561.3733333
1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,651.2033333
1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,575.4766667
1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,555.2033333
1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,665.2833333
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,643.96
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,613.4466667
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,742.4633333
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,604.8866667
1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,268.5566667
1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,275.3866667
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,731.76
1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,613.5166667
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,604.4833333
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,741.8866667
1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,731.41
1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,511.5066667
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,632.9433333
1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,511.7333333
1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,632.8266667
1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,509.8933333
1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,275.9266667
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,509.4733333
1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,629.3366667
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,629.3966667
1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,721.8733333
1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,817.99
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,712.87
1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,807.4366667
1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,580.74
1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,576.48
1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,672.6
1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,275.4333333
1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,666.6866667
1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,721.8666667
1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,817.3533333
1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,580.6066667
1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,672.2066667
1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,712.7266667
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,576.2466667
1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,806.9233333
1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,666.33
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,617.42
1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,279.79
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,745.5966667
1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,607.9266667
1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,734.21
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,616.96
1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,607.7
1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,745.4433333
1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,733.7633333
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,726.9166667
1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,821.76
1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,726.6
1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,279.7766667
1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,821.51
1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,715.8266667
1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,715.7466667
1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,809.8066667
1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,809.53
1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,510.8366667
1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,631.7366667
1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,508.7666667
1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,628.15
1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,580.4766667
1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,279.15
1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,575.6633333
1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,671.7466667
1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,665.2
1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,510.89
1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,631.5833333
1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,580.41
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,671.55
1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,508.6066667
1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,575.5533333
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,627.8133333
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,279.15
1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,665.1666667
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,588.54
