 prediced Y:tensor([0.0082], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=268.7117614746094
 prediced Y:tensor([580.5611], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=18.59112548828125
 prediced Y:tensor([274.1790], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=13.5423583984375
 prediced Y:tensor([626.9917], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=25.49163818359375
 prediced Y:tensor([754.0349], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=29.48175048828125
 prediced Y:tensor([247.5679], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=21.152069091796875
 prediced Y:tensor([663.6049], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=19.4449462890625
 prediced Y:tensor([616.1829], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=61.0029296875
 prediced Y:tensor([590.0652], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=28.1318359375
 prediced Y:tensor([607.2332], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=30.8232421875
 prediced Y:tensor([743.4874], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=32.3226318359375
 prediced Y:tensor([598.7424], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=37.4090576171875
 prediced Y:tensor([644.9016], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=6.73846435546875
 prediced Y:tensor([187.4801], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=56.953277587890625
 prediced Y:tensor([751.5049], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=24.17510986328125
 prediced Y:tensor([671.2656], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=12.25439453125
 prediced Y:tensor([254.5388], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=4.8087921142578125
 prediced Y:tensor([613.1624], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=36.8857421875
 prediced Y:tensor([656.9404], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=5.7403564453125
 prediced Y:tensor([663.7648], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=27.10858154296875
 prediced Y:tensor([625.6995], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=19.810546875
 prediced Y:tensor([284.9629], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=17.10955810546875
 prediced Y:tensor([561.0616], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=4.43157958984375
 prediced Y:tensor([583.6258], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=27.992431640625
 prediced Y:tensor([498.2435], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=12.90985107421875
 prediced Y:tensor([553.2378], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=8.60888671875
 prediced Y:tensor([587.9730], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=7.0963134765625
 prediced Y:tensor([593.7788], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=10.96783447265625
 prediced Y:tensor([607.6565], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=3.53314208984375
 prediced Y:tensor([640.0468], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=5.333251953125
 prediced Y:tensor([211.8263], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=32.45037841796875
 prediced Y:tensor([587.9133], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=25.056640625
 prediced Y:tensor([692.8322], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=29.2044677734375
 prediced Y:tensor([508.2431], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=1.12689208984375
 prediced Y:tensor([607.2759], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=26.64923095703125
 prediced Y:tensor([685.8325], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=4.5574951171875
 prediced Y:tensor([525.3812], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=16.34783935546875
 prediced Y:tensor([286.2516], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=36.811614990234375
 prediced Y:tensor([641.8067], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=10.566650390625
 prediced Y:tensor([670.9898], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=26.95648193359375
 prediced Y:tensor([692.2168], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=20.69989013671875
 prediced Y:tensor([738.0368], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=35.426513671875
 prediced Y:tensor([609.1743], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=3.468994140625
 prediced Y:tensor([742.7544], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=41.0289306640625
 prediced Y:tensor([520.8876], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=10.030914306640625
 prediced Y:tensor([586.7288], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=30.38873291015625
------------------------------
epoch train loss (root of MSE):213.4700469970703
epoch test loss: 186.104248046875
 prediced Y:tensor([196.3860], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=48.04737854003906
 prediced Y:tensor([683.4136], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=7.45977783203125
 prediced Y:tensor([611.8931], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=7.14642333984375
 prediced Y:tensor([660.4931], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=15.11309814453125
 prediced Y:tensor([513.3963], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=2.24298095703125
 prediced Y:tensor([757.0093], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=26.7740478515625
 prediced Y:tensor([696.9052], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=13.38519287109375
 prediced Y:tensor([714.9130], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=7.12371826171875
 prediced Y:tensor([722.8916], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=10.25494384765625
 prediced Y:tensor([295.3752], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=45.93524169921875
 prediced Y:tensor([710.0320], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=2.8846435546875
 prediced Y:tensor([667.2192], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=15.5792236328125
 prediced Y:tensor([614.5844], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=38.1744384765625
 prediced Y:tensor([700.3088], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=21.25457763671875
 prediced Y:tensor([762.8406], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=12.96942138671875
 prediced Y:tensor([679.9949], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=35.96160888671875
 prediced Y:tensor([671.6415], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=20.44146728515625
 prediced Y:tensor([600.2076], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=38.87432861328125
 prediced Y:tensor([742.8275], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=30.6358642578125
 prediced Y:tensor([274.0547], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=13.41802978515625
 prediced Y:tensor([256.4893], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=6.7592926025390625
 prediced Y:tensor([252.6348], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=16.085235595703125
 prediced Y:tensor([605.3524], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=7.2908935546875
 prediced Y:tensor([589.8036], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=34.62359619140625
 prediced Y:tensor([601.9174], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=25.64068603515625
 prediced Y:tensor([583.4886], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=2.6119384765625
 prediced Y:tensor([495.5334], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=13.8365478515625
 prediced Y:tensor([553.8605], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=8.1094970703125
 prediced Y:tensor([667.3828], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=23.00726318359375
 prediced Y:tensor([586.8636], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=6.23699951171875
 prediced Y:tensor([669.9191], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=13.624267578125
 prediced Y:tensor([554.2802], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=2.05987548828125
 prediced Y:tensor([731.7078], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=51.80889892578125
 prediced Y:tensor([275.3172], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=7.463836669921875
 prediced Y:tensor([740.4752], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=35.20477294921875
 prediced Y:tensor([603.2781], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=0.84521484375
 prediced Y:tensor([568.1952], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=6.2618408203125
 prediced Y:tensor([509.0654], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=0.03204345703125
 prediced Y:tensor([556.7659], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=0.13592529296875
 prediced Y:tensor([633.2244], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=19.14892578125
 prediced Y:tensor([624.7750], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=27.70831298828125
 prediced Y:tensor([652.4331], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=8.27313232421875
 prediced Y:tensor([635.2264], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=10.2835693359375
 prediced Y:tensor([564.5061], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=2.659423828125
 prediced Y:tensor([606.4792], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=6.49072265625
 prediced Y:tensor([519.7428], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=8.886138916015625
 prediced Y:tensor([209.2709], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=35.005767822265625
 prediced Y:tensor([597.9338], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=42.3004150390625
------------------------------
epoch train loss (root of MSE):214.5500030517578
epoch test loss: 189.78550720214844
 prediced Y:tensor([628.5819], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=24.45855712890625
 prediced Y:tensor([709.7076], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=3.20904541015625
 prediced Y:tensor([260.7418], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=7.978240966796875
 prediced Y:tensor([781.3949], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=5.71490478515625
 prediced Y:tensor([764.7549], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=19.02838134765625
 prediced Y:tensor([514.4329], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=5.06292724609375
 prediced Y:tensor([526.4280], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=17.39471435546875
 prediced Y:tensor([284.4747], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=35.034698486328125
 prediced Y:tensor([575.9757], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=19.345703125
 prediced Y:tensor([602.6780], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=41.3447265625
 prediced Y:tensor([653.4941], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=8.1141357421875
 prediced Y:tensor([595.3862], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=14.50958251953125
 prediced Y:tensor([595.3375], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=18.927490234375
 prediced Y:tensor([201.8294], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=42.447265625
 prediced Y:tensor([687.4927], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=34.0706787109375
 prediced Y:tensor([657.5200], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=13.4866943359375
 prediced Y:tensor([594.0596], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=18.91033935546875
 prediced Y:tensor([593.9524], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=13.32574462890625
 prediced Y:tensor([642.8996], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=1.2603759765625
 prediced Y:tensor([582.1782], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=26.99822998046875
 prediced Y:tensor([560.5946], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=4.25457763671875
 prediced Y:tensor([691.7018], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=20.934814453125
 prediced Y:tensor([728.1943], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=45.26898193359375
 prediced Y:tensor([281.1609], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=13.3076171875
 prediced Y:tensor([488.9647], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=22.18865966796875
 prediced Y:tensor([569.5623], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=13.92889404296875
 prediced Y:tensor([679.8752], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=10.5147705078125
 prediced Y:tensor([694.7415], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=27.29522705078125
 prediced Y:tensor([561.1347], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=0.83526611328125
 prediced Y:tensor([625.7629], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=19.7470703125
 prediced Y:tensor([252.6372], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=2.9071807861328125
 prediced Y:tensor([753.0359], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=22.77410888671875
 prediced Y:tensor([183.9418], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=60.49153137207031
 prediced Y:tensor([768.2994], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=15.21728515625
 prediced Y:tensor([516.9777], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=6.121002197265625
 prediced Y:tensor([617.4216], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=12.6749267578125
 prediced Y:tensor([619.2208], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=42.944091796875
 prediced Y:tensor([701.3287], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=17.8087158203125
 prediced Y:tensor([676.3080], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=25.1080322265625
 prediced Y:tensor([696.9023], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=6.0289306640625
 prediced Y:tensor([654.5638], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=2.19049072265625
 prediced Y:tensor([589.3069], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=27.37353515625
 prediced Y:tensor([704.9297], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=21.3863525390625
 prediced Y:tensor([280.6408], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=20.004180908203125
 prediced Y:tensor([653.2420], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=1.60198974609375
 prediced Y:tensor([632.2354], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=20.24798583984375
 prediced Y:tensor([612.5453], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=0.0980224609375
 prediced Y:tensor([557.1229], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=4.7237548828125
------------------------------
epoch train loss (root of MSE):215.8597412109375
epoch test loss: 187.80824279785156
 prediced Y:tensor([654.0577], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=2.857666015625
 prediced Y:tensor([655.3564], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=11.32305908203125
 prediced Y:tensor([698.6722], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=23.36444091796875
 prediced Y:tensor([596.5114], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=20.2347412109375
 prediced Y:tensor([562.8347], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=6.49462890625
 prediced Y:tensor([751.3264], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=32.19024658203125
 prediced Y:tensor([674.1070], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=9.41302490234375
 prediced Y:tensor([688.4070], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=33.15631103515625
 prediced Y:tensor([496.3599], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=13.0101318359375
 prediced Y:tensor([742.7042], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=30.7591552734375
 prediced Y:tensor([763.1611], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=12.51885986328125
 prediced Y:tensor([205.1477], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=39.128997802734375
 prediced Y:tensor([281.0766], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=31.636627197265625
 prediced Y:tensor([649.3539], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=3.0194091796875
 prediced Y:tensor([693.4396], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=2.56622314453125
 prediced Y:tensor([617.0876], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=4.11761474609375
 prediced Y:tensor([523.3754], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=14.342041015625
 prediced Y:tensor([660.7842], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=15.40423583984375
 prediced Y:tensor([651.7910], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=6.281005859375
 prediced Y:tensor([299.5166], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=31.66326904296875
 prediced Y:tensor([521.0296], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=10.172943115234375
 prediced Y:tensor([772.8828], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=10.90057373046875
 prediced Y:tensor([627.7900], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=15.14666748046875
 prediced Y:tensor([270.3318], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=1.61175537109375
 prediced Y:tensor([580.7068], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=18.73687744140625
 prediced Y:tensor([721.4177], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=8.781005859375
 prediced Y:tensor([506.4437], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=4.7095947265625
 prediced Y:tensor([703.6978], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=20.15447998046875
 prediced Y:tensor([276.2477], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=15.61102294921875
 prediced Y:tensor([696.3141], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=5.92413330078125
 prediced Y:tensor([578.5240], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=16.59063720703125
 prediced Y:tensor([598.1386], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=17.511962890625
 prediced Y:tensor([590.2296], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=13.819580078125
 prediced Y:tensor([576.1220], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=14.7886962890625
 prediced Y:tensor([640.1653], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=3.99462890625
 prediced Y:tensor([744.2448], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=31.56524658203125
 prediced Y:tensor([547.8964], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=8.733642578125
 prediced Y:tensor([562.6804], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=7.0469970703125
 prediced Y:tensor([632.0063], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=19.63372802734375
 prediced Y:tensor([567.2325], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=12.05255126953125
 prediced Y:tensor([173.5119], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=70.92144775390625
 prediced Y:tensor([544.5334], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=17.31329345703125
 prediced Y:tensor([618.7373], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=33.74603271484375
 prediced Y:tensor([597.3974], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=7.3492431640625
 prediced Y:tensor([254.6275], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=4.897552490234375
 prediced Y:tensor([583.0007], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=2.12408447265625
 prediced Y:tensor([695.0988], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=17.81787109375
 prediced Y:tensor([610.0384], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=5.9150390625
------------------------------
epoch train loss (root of MSE):214.8582000732422
epoch test loss: 188.99876403808594
 prediced Y:tensor([637.5275], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=7.9825439453125
 prediced Y:tensor([565.3582], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=8.72821044921875
 prediced Y:tensor([286.2560], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=18.402618408203125
 prediced Y:tensor([658.8776], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=14.71759033203125
 prediced Y:tensor([691.8943], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=8.374267578125
 prediced Y:tensor([607.9810], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=4.989013671875
 prediced Y:tensor([597.6921], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=17.06549072265625
 prediced Y:tensor([770.2686], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=5.41143798828125
 prediced Y:tensor([762.5361], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=21.2471923828125
 prediced Y:tensor([615.2465], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=11.12310791015625
 prediced Y:tensor([569.2600], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=7.2900390625
 prediced Y:tensor([708.2108], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=4.42584228515625
 prediced Y:tensor([282.6653], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=33.225250244140625
 prediced Y:tensor([644.0841], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=8.28924560546875
 prediced Y:tensor([505.6864], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=3.346954345703125
 prediced Y:tensor([658.4966], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=7.296630859375
 prediced Y:tensor([610.0049], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=5.25830078125
 prediced Y:tensor([702.6891], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=19.3475341796875
 prediced Y:tensor([754.2879], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=19.1754150390625
 prediced Y:tensor([661.6691], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=17.63580322265625
 prediced Y:tensor([704.7014], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=8.21533203125
 prediced Y:tensor([264.3496], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=4.370391845703125
 prediced Y:tensor([580.5953], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=18.66192626953125
 prediced Y:tensor([655.8636], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=4.22357177734375
 prediced Y:tensor([641.2579], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=11.2254638671875
 prediced Y:tensor([695.1046], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=11.561279296875
 prediced Y:tensor([599.5153], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=23.23858642578125
 prediced Y:tensor([498.3898], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=12.7635498046875
 prediced Y:tensor([271.3244], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=10.687744140625
 prediced Y:tensor([500.0409], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=10.815765380859375
 prediced Y:tensor([590.3547], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=9.47808837890625
 prediced Y:tensor([592.0698], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=15.6597900390625
 prediced Y:tensor([685.0963], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=5.29376220703125
 prediced Y:tensor([573.7713], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=18.137939453125
 prediced Y:tensor([757.5296], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=25.987060546875
 prediced Y:tensor([605.5574], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=7.08587646484375
 prediced Y:tensor([179.5761], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=64.85723876953125
 prediced Y:tensor([495.7494], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=13.620635986328125
 prediced Y:tensor([577.4713], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=22.29132080078125
 prediced Y:tensor([698.8052], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=22.75811767578125
 prediced Y:tensor([566.8105], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=10.47052001953125
 prediced Y:tensor([562.3771], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=0.5303955078125
 prediced Y:tensor([199.4527], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=44.82398986816406
 prediced Y:tensor([687.3380], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=3.53533935546875
 prediced Y:tensor([267.5473], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=17.817306518554688
 prediced Y:tensor([768.7607], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=7.04931640625
 prediced Y:tensor([649.9824], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=4.60235595703125
 prediced Y:tensor([584.7184], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=23.38507080078125
------------------------------
epoch train loss (root of MSE):216.16554260253906
epoch test loss: 191.03660583496094
 prediced Y:tensor([761.1972], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=12.26611328125
 prediced Y:tensor([587.3626], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=32.1826171875
 prediced Y:tensor([583.4779], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=27.84454345703125
 prediced Y:tensor([654.7281], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=3.08807373046875
